tinggi,berat,deskripsi
157.233248,55.74973881,Normal
185.824853,74.2482297,Slim
181.6088126,70.30535533,Slim
160.3258642,54.6214903,Normal
142.8196616,72.80406645,Fat
149.0865921,80.95834196,Obese
153.9174866,82.97462639,Obese
161.8838147,59.82788362,Normal
152.0209276,63.1670231,Normal
160.5954398,59.24133799,Normal
145.1879412,86.02700784,Obese
147.9489665,87.45308721,Obese
145.9050985,73.43092423,Fat
150.5238521,86.76710467,Obese
151.5759369,90.47596466,Obese
153.0243962,90.59896498,Obese
150.3746106,57.44101653,Normal
151.9139452,67.93910015,Fat
147.2998267,86.22442274,Obese
147.9294743,66.82988834,Fat
181.1067896,66.28129192,Slim
149.3852023,78.45493349,Fat
142.7440286,91.39314658,Obese
187.2218692,75.297438,Slim
149.4946535,73.57235241,Fat
146.606607,74.7105854,Fat
150.0176061,75.46574872,Obese
157.6809399,56.834547,Normal
159.4688747,61.53396317,Normal
148.2035679,73.83219226,Fat
158.7842815,74.62565401,Fat
163.261033,52.91650328,Normal
178.9383931,67.32904654,Slim
153.3084635,89.70247512,Obese
148.736757,83.24803101,Obese
163.3024031,53.20623316,Normal
153.4421783,58.14577548,Normal
144.8492786,69.45389401,Fat
176.8091897,69.5728563,Slim
150.4143181,86.8234384,Obese
146.9565431,78.37344546,Fat
150.606348,84.49806706,Obese
151.6357261,86.18441451,Obese
150.8423812,82.60941941,Obese
148.1193307,64.61871344,Fat
150.3478925,88.20972479,Obese
180.1210032,77.65845238,Slim
151.4184421,85.75179061,Obese
184.5325032,72.25340433,Slim
158.9609717,49.53553468,Normal
180.0915075,67.20804206,Slim
182.1693372,72.68493422,Slim
152.5500274,57.42780517,Normal
146.4845253,69.34198859,Fat
155.544271,85.42578748,Obese
191.8830511,71.50771585,Slim
145.2144338,73.21202324,Fat
156.5948933,56.84158358,Normal
180.5159626,74.20303808,Slim
178.6661036,74.57427685,Slim
161.6698531,52.78113664,Normal
144.4063505,73.32203789,Fat
149.4809907,87.63146306,Obese
160.8363091,51.3777943,Normal
149.927168,80.38013604,Fat
178.9781384,66.82014425,Slim
153.4229264,82.87076409,Obese
143.3410686,74.3247726,Fat
157.1151965,59.07590528,Normal
143.484424,83.0751902,Obese
148.6357223,85.13287536,Obese
139.0521458,72.660397,Fat
186.242346,76.22841355,Slim
141.2509208,78.64806118,Fat
144.6998746,73.39008452,Fat
181.957,67.53879682,Slim
140.4569665,68.29403761,Fat
175.3433882,72.65234286,Slim
149.549227,89.26978164,Obese
182.0751613,70.48064091,Slim
143.8166541,67.09317217,Fat
186.541032,70.59991208,Slim
154.5788694,85.35996188,Obese
181.6801129,73.32078585,Slim
144.6447387,76.8952689,Fat
156.6841026,45.46118695,Normal
152.4729026,87.21251793,Obese
174.3352014,75.66088533,Slim
145.0150271,77.00411568,Fat
186.7519804,64.44825717,Slim
159.8989596,54.58082761,Normal
183.1254678,67.7291355,Slim
144.5112483,90.98651329,Obese
158.2641809,56.74944664,Normal
146.0599346,87.79105777,Obese
145.4647795,68.89066067,Fat
165.604423,59.27011929,Normal
153.8223378,60.56577099,Normal
177.7921397,80.48339917,Slim
153.9698832,88.47466359,Obese
155.8235172,57.55054433,Normal
162.3504464,54.1087817,Normal
155.814957,84.73236422,Obese
148.7777289,54.58309255,Normal
149.854757,81.02344505,Obese
147.0943334,65.69072902,Normal
180.4398856,72.75162911,Slim
156.3792725,46.84841381,Normal
144.0677236,77.36859907,Fat
148.7416325,83.67017434,Obese
152.8562854,84.78042259,Obese
150.0692427,74.0856776,Fat
152.3107162,71.5893014,Fat
148.296875,80.7490075,Fat
151.8046532,56.41969863,Normal
160.6010377,51.05446215,Normal
158.2151691,53.6148524,Normal
186.5660696,69.73276113,Slim
183.6783329,70.16211487,Slim
160.3855533,80.08068903,Obese
176.7925864,68.10085701,Slim
156.2134816,51.05443875,Normal
147.7083497,89.70162771,Obese
178.1055069,61.00859949,Slim
178.8698892,77.81586216,Slim
151.9360021,81.69323338,Fat
145.0177789,72.63419034,Fat
143.5804801,75.51782388,Fat
143.9237417,73.42268933,Fat
178.4205915,66.94169583,Slim
157.692771,62.23562597,Normal
158.3347188,61.78476391,Normal
149.3034916,79.50654068,Fat
152.3318237,83.06670986,Obese
142.1079131,72.12409174,Fat
160.8204846,55.15597842,Normal
152.0092631,83.76560417,Obese
146.9604676,69.31433478,Fat
145.9772539,88.19026539,Obese
150.2781709,79.65263677,Obese
181.3032412,68.60537828,Slim
148.2907181,81.34343989,Obese
165.3345851,53.97912804,Normal
188.7509451,70.68374811,Slim
160.3276879,50.66312552,Normal
152.2151205,72.57792746,Fat
152.3798576,72.32348149,Fat
150.9116596,53.46112372,Normal
149.9764991,79.3467602,Obese
178.5115464,71.7951808,Slim
149.8499882,87.86481874,Obese
145.2742306,75.05193488,Fat
148.4237897,89.21360176,Obese
150.069657,84.9454433,Obese
179.5713601,61.13882448,Slim
186.8685559,77.92765407,Slim
186.4040477,73.59136988,Slim
146.8496971,75.26965283,Fat
181.1027809,75.21509177,Slim
158.0129019,57.63593472,Normal
149.1116547,67.3900047,Fat
187.8998097,70.30054193,Slim
154.9621183,54.75893738,Normal
158.4345257,53.20271672,Normal
149.0038169,75.96090556,Fat
151.0283662,58.62454534,Normal
149.7288283,77.69381681,Fat
144.943636,76.73988557,Fat
151.9111853,79.46979822,Obese
152.2524365,60.70929203,Normal
170.1887516,63.25954717,Normal
149.1148196,55.60559383,Normal
143.5034767,77.60454216,Fat
144.1113097,73.77453978,Fat
178.0892691,77.24333146,Slim
153.2185502,54.21218092,Normal
152.7333128,75.73740388,Fat
150.7958197,76.89215068,Fat
152.2582017,50.00209385,Normal
177.9440813,71.90960387,Slim
139.7463422,66.01676886,Fat
147.1072439,74.23979603,Fat
149.4572082,86.00652494,Obese
145.5497202,77.00619454,Fat
146.3236226,73.77234069,Fat
156.2979982,51.50134149,Normal
147.4705312,68.99665606,Fat
156.3681108,57.47126311,Normal
145.9080483,85.82017998,Obese
144.9013085,77.04517322,Fat
185.7314193,71.62674538,Slim
150.675626,73.6194999,Fat
149.8837798,87.89058837,Obese
144.7151293,76.81683214,Fat
174.2739118,75.12772046,Slim
153.3086455,59.9338937,Normal
164.1283083,57.98566581,Normal
147.4630123,71.3448802,Fat
144.3983494,72.35710928,Fat
145.7464999,72.62931893,Fat
143.8101167,69.33063743,Fat
178.6321381,74.46503029,Slim
181.9794105,66.96706622,Slim
159.9150264,55.00343139,Normal
153.1985598,56.36272522,Normal
141.7211562,74.38863501,Fat
145.8438341,77.14423793,Fat
154.8839123,56.17834232,Normal
181.0699425,74.17426781,Slim
151.2600298,73.67980688,Fat
147.5357731,85.263809,Obese
148.9621184,74.50428751,Fat
175.8727286,68.27800924,Slim
184.05895,68.1088565,Slim
146.3605308,71.98788182,Fat
156.203837,84.99319618,Obese
155.0210009,58.19602678,Normal
153.0521895,57.95061289,Normal
182.348226,70.39812075,Slim
149.3527769,81.49791855,Obese
151.6948369,86.52887772,Obese
148.8638034,76.52996973,Fat
161.4102941,54.70146358,Normal
150.2102286,72.18381707,Fat
153.2961006,94.04581694,Obese
181.9567363,74.06123875,Slim
149.5015847,83.61285305,Obese
151.1803892,85.02114494,Obese
149.8346804,72.48585986,Fat
154.6862753,51.0334198,Normal
147.6798086,78.85643701,Obese
147.205238,82.64428176,Obese
147.5373468,75.49008571,Fat
147.8074448,69.78725114,Fat
146.6920981,71.62277606,Fat
144.3743799,69.8585638,Fat
145.6127664,86.62366662,Obese
153.7193305,89.09653032,Obese
146.2111096,72.83015187,Fat
148.075244,73.80910606,Fat
150.3823654,72.79992356,Fat
157.5659805,48.88684988,Normal
182.4326747,68.33120692,Slim
148.9007696,66.57278467,Fat
151.8061951,72.06205178,Fat
146.4310515,77.8587196,Fat
150.2564779,86.98626072,Obese
151.7562394,89.3847873,Obese
154.4432643,78.65354943,Fat
148.8231778,87.86201065,Obese
150.2799443,69.06143862,Fat
152.7480169,81.6251272,Obese
188.4497119,68.51101346,Slim
179.3091681,77.10122298,Slim
153.8906691,57.14661634,Normal
160.172523,53.50069731,Normal
182.3939413,71.52091385,Slim
184.4969036,75.96131839,Slim
160.7432117,60.12056613,Normal
187.6891266,81.20487488,Slim
153.6688056,83.22034252,Obese
151.3622039,69.28297488,Fat
143.0067709,74.94582015,Fat
181.7856456,68.2610321,Slim
149.255052,70.94354019,Fat
145.6002503,68.87268973,Fat
178.7832812,66.62864747,Slim
150.913713,78.70485982,Obese
154.9797629,46.96662156,Normal
184.6083298,72.41618716,Slim
149.3987097,82.00020521,Obese
151.3810398,72.15464828,Fat
157.0575489,59.44211481,Normal
156.3718961,49.90826617,Normal
148.4749633,77.48344929,Fat
180.939227,69.43425263,Slim
162.6534271,62.15821411,Normal
154.2661039,54.72770076,Normal
157.2561567,53.94178121,Normal
144.8220734,76.69501747,Fat
147.8405698,73.77917623,Fat
144.680721,73.04615033,Fat
158.9690934,54.17885955,Normal
181.5067823,72.49993179,Slim
187.1620469,63.15629012,Slim
158.4651635,57.8833596,Normal
148.0769569,69.91239128,Fat
153.1616652,53.9432785,Normal
141.7884596,75.06538365,Fat
188.0245861,67.88201635,Slim
145.9778097,66.91749965,Fat
150.9401194,84.61645111,Obese
182.4189205,73.13083758,Slim
158.0501765,53.92868636,Normal
185.8874092,73.97704078,Slim
151.9904478,89.1621368,Obese
162.0855398,52.38959623,Normal
177.8157431,72.76278813,Slim
152.0585204,75.6305492,Fat
148.7389157,73.82458533,Fat
146.3866752,71.28739284,Fat
151.4619164,77.37403367,Fat
143.0482696,68.22788132,Fat
150.2607757,86.96962755,Obese
147.2702152,77.97296074,Fat
160.6099147,58.65027286,Normal
180.5102362,69.98666405,Slim
151.2249243,88.40007433,Obese
149.260994,92.57338252,Obese
181.263435,69.92501455,Slim
153.142303,81.88940667,Obese
153.6037636,84.49935699,Obese
150.3729336,84.04647547,Obese
149.4680478,59.84042959,Normal
190.0132557,71.15420799,Slim
158.5120969,56.49902223,Normal
154.8419778,54.48593109,Normal
156.7484235,50.05061764,Normal
183.0364153,68.0456585,Slim
184.3514368,66.43142472,Slim
144.0621506,85.5976637,Obese
148.3506187,87.30389844,Obese
146.3239845,67.29319932,Fat
157.6470948,59.57077023,Normal
157.704508,56.10094225,Normal
186.0195043,72.50645729,Slim
153.4151929,58.28711258,Normal
148.026835,71.02203456,Fat
184.7897759,70.92324121,Slim
148.6673753,72.43603034,Fat
154.0683107,84.76535484,Obese
148.0263768,87.97409528,Obese
152.7086931,86.95208821,Obese
181.7657367,71.9176802,Slim
146.987242,70.77417286,Fat
151.3207789,85.47160811,Obese
183.9314251,62.39372752,Slim
143.6204049,73.91011643,Fat
148.1545196,91.30078408,Obese
157.8871195,64.48222044,Normal
150.0692478,71.26930883,Fat
152.5553087,86.49028186,Obese
188.0418001,71.28452371,Slim
155.8550092,60.96582089,Normal
181.9083967,73.62561912,Slim
151.8376683,58.58852085,Normal
159.1209618,64.29846435,Normal
158.357074,57.50749095,Normal
145.50624,75.8421358,Fat
142.7934962,72.54135384,Fat
142.9469123,76.4329295,Fat
149.9401435,84.2147088,Obese
150.9202712,51.54148036,Normal
153.6113056,52.15144367,Normal
183.5320753,69.00086179,Slim
151.0199835,71.99201835,Fat
160.0467398,66.0687826,Normal
148.714865,73.58400253,Fat
145.9160969,82.42317147,Obese
143.9499026,84.619263,Obese
189.2188718,69.13242985,Slim
146.7496781,71.88441001,Fat
141.9590786,68.36345527,Fat
145.8862281,88.24996062,Obese
151.3270154,81.40035248,Obese
152.634071,55.82173302,Normal
143.2556895,74.44784557,Fat
149.0719044,79.20641077,Obese
150.3803282,70.60618256,Fat
143.6245549,81.9920579,Obese
178.8004638,74.34438259,Slim
178.251543,72.0382814,Slim
151.9487212,70.27791039,Fat
176.6666834,75.74085614,Slim
156.9185701,49.80526631,Normal
158.996474,56.85225462,Normal
158.4080378,51.92105368,Normal
182.0395171,73.28709971,Slim
154.5983975,57.36205296,Normal
144.4542729,66.81025054,Fat
179.9249208,70.60996519,Slim
154.5234217,56.26246456,Normal
145.5497365,67.66997598,Fat
154.7900782,63.78995679,Normal
181.1396409,82.33978233,Slim
182.1491465,71.82695513,Slim
181.8442375,73.3817165,Slim
159.7887961,57.67106605,Normal
145.4987221,70.18841742,Fat
154.7781111,55.40044619,Normal
153.1437956,77.25293986,Fat
147.2455011,70.8233057,Fat
151.5283537,74.29364205,Fat
146.110567,71.89220062,Fat
146.2093713,87.26229486,Obese
148.2057651,76.95987905,Fat
148.2886197,69.1926888,Fat
158.3278314,52.76944434,Normal
180.587471,71.84773709,Slim
147.728033,87.86615499,Obese
184.6464972,75.98917779,Slim
181.8237456,71.50768053,Slim
154.8048121,50.95850784,Normal
181.1155688,75.47738281,Slim
158.0821198,55.87904962,Normal
144.6362953,88.24092771,Obese
146.2457209,68.83156421,Fat
148.5478777,73.12615782,Fat
149.2255076,68.36268541,Fat
192.1380136,61.56171165,Slim
152.9562032,85.6782553,Obese
155.1404277,57.8995337,Normal
153.4433342,55.8584985,Normal
141.9541172,67.87888928,Fat
147.7967023,76.49955941,Fat
146.1578059,72.13150244,Fat
155.0930994,53.35661422,Normal
183.4085862,68.01266971,Slim
188.2889745,73.18791656,Slim
145.3996855,80.55764292,Fat
185.1462869,65.89020583,Slim
156.2697129,59.02928147,Normal
177.264931,72.61955002,Slim
151.600223,82.92851255,Obese
147.6123566,78.96850191,Obese
181.6737058,72.46215277,Slim
151.3756597,58.01597597,Normal
184.0693988,69.29105912,Slim
153.8353569,47.6522809,Normal
145.7256375,75.59915711,Fat
146.1685831,74.50944021,Fat
154.9391966,59.85203077,Normal
147.2184145,86.74758349,Obese
157.4796662,49.62292026,Normal
182.2150331,63.13562188,Slim
147.7467593,86.0715308,Obese
155.6995038,69.43034504,Fat
152.5158213,85.34894544,Obese
184.2439081,74.95738878,Slim
155.3576965,59.98928587,Normal
154.7838837,51.63169456,Normal
148.8812947,71.80063878,Fat
155.4108078,86.16169019,Obese
184.4853915,76.555699,Slim
187.2238989,77.44999299,Slim
184.3314929,72.9437936,Slim
180.5379626,70.90492743,Slim
182.5751598,70.04836514,Slim
155.5193151,83.27600352,Obese
158.2447062,60.55597535,Normal
160.375899,59.03030125,Normal
155.1364589,54.50783378,Normal
141.1018943,69.23269715,Fat
146.7914628,57.81466552,Normal
180.8587401,63.55712838,Slim
152.9694612,83.66788708,Obese
183.659167,71.18898547,Slim
147.7516572,85.58243383,Obese
145.0437412,75.90001589,Fat
150.2305354,75.13718434,Fat
146.6223795,76.11977687,Fat
152.0533871,55.85748964,Normal
154.7531354,75.51220637,Fat
147.1531566,68.72666853,Fat
148.8836259,68.83578536,Fat
179.6831765,69.68313865,Slim
148.5305981,87.37865615,Obese
160.4544609,57.74178387,Normal
156.6799418,55.66230057,Normal
149.0001045,87.79265101,Obese
162.4387457,58.2588029,Normal
147.7936602,77.93949031,Fat
153.4701984,71.11144012,Fat
158.2512388,51.80327586,Normal
183.8607093,69.71137004,Slim
179.2978116,72.46101015,Slim
156.0068049,90.27370962,Obese
142.6245906,87.44126788,Obese
186.1814926,72.08670164,Slim
179.676293,75.60766467,Slim
150.146956,70.38650024,Fat
150.848066,81.24085571,Obese
144.5714361,74.82356932,Fat
164.9251692,63.27313996,Normal
152.8444793,58.76830322,Normal
179.5633921,75.13231163,Slim
157.4759685,58.75410164,Normal
187.6227132,70.85027743,Slim
185.9653193,69.71061456,Slim
161.037912,53.12195804,Normal
143.1455647,66.9501127,Fat
181.2451756,69.41859038,Slim
156.4039405,57.71217977,Normal
148.7307249,74.43477093,Fat
153.9844551,85.00951619,Obese
149.1851581,80.4542995,Obese
158.4377775,56.94819197,Normal
185.2204968,70.2204566,Slim
146.2171617,78.91858621,Fat
148.5411972,55.59528742,Normal
156.0420945,50.54026217,Normal
145.5161247,71.28145331,Fat
152.2135349,85.91082836,Obese
183.1544985,70.71821006,Slim
143.4980347,73.48554066,Fat
159.2870933,55.26090836,Normal
154.0490658,76.05938936,Fat
146.4844543,76.73552999,Fat
148.8672591,70.7158894,Fat
161.0755777,54.08911245,Normal
148.1349962,78.56514192,Obese
187.1981117,72.7381782,Slim
181.0749206,71.4101302,Slim
154.526843,79.38189678,Obese
154.4001084,89.43121441,Obese
182.2224079,76.18891753,Slim
188.0811373,67.60240041,Slim
147.5980976,71.12892613,Fat
156.4713289,56.40383568,Normal
151.4465583,81.53809461,Obese
151.3364038,86.98730252,Obese
151.7802586,59.47842893,Normal
152.9482129,87.32068838,Obese
144.3419392,87.34305972,Obese
152.0660989,85.29434056,Obese
153.402133,60.35930787,Normal
154.34193,90.19908039,Obese
154.8120099,73.00641582,Fat
153.6143075,81.13282755,Obese
143.1288527,72.5012543,Fat
176.2329866,70.6015954,Slim
189.9675891,71.67999312,Slim
150.4506521,79.04520354,Obese
141.8833889,71.02436342,Fat
150.934656,85.5116259,Obese
152.1327185,90.96855907,Obese
186.3509336,68.99409146,Slim
145.1807475,75.69987434,Fat
183.3011419,70.70914211,Slim
183.2385831,68.34482838,Slim
154.1482491,83.28622706,Obese
157.0511853,57.08107615,Normal
182.1383704,70.35116867,Slim
146.1578602,74.06270476,Fat
190.5830473,71.52301639,Slim
181.6252807,71.18873171,Slim
185.616114,68.39367069,Slim
150.0170153,75.50530151,Fat
156.8751372,60.16472239,Normal
159.4046797,61.35201583,Normal
148.0456412,73.77739041,Fat
163.0650029,59.68244062,Normal
153.0928374,72.50200178,Fat
162.9539648,53.62784443,Normal
143.2764071,70.01571562,Fat
149.4619276,87.92913241,Obese
183.5862971,67.67134671,Slim
149.3081548,71.60408787,Fat
145.1939376,75.45653958,Fat
149.6466475,90.19166025,Obese
179.4548706,68.51591714,Slim
154.7003439,84.05014987,Obese
149.1754237,82.38535402,Obese
144.9261644,91.68268416,Obese
183.6827206,64.48611329,Slim
159.0522995,59.59877053,Normal
178.0659542,69.62512702,Slim
149.4757164,84.63120232,Obese
147.4407315,85.96555966,Obese
156.7543614,86.33349159,Obese
147.1318829,77.25182969,Obese
158.6993543,58.62054536,Normal
160.5702623,56.31890807,Normal
191.9450763,73.36912713,Slim
153.3826524,88.95991192,Obese
183.4463402,72.58000015,Slim
151.6044412,85.09570933,Obese
185.4183006,76.76180719,Slim
164.0501265,62.73913005,Normal
179.7849545,75.08649758,Slim
147.0280344,81.83481191,Obese
136.1491863,89.45192207,Obese
142.0413424,72.01257778,Fat
155.421158,55.00509225,Normal
175.3216258,71.28415971,Slim
139.0485397,73.04066943,Fat
146.4449043,71.79242443,Fat
184.3496825,77.91486657,Slim
162.0612363,56.3585946,Normal
151.1463225,59.59743202,Normal
147.7948264,76.9154094,Obese
155.7590451,60.86102409,Normal
143.6154034,86.80016076,Obese
180.7073254,70.85473264,Slim
150.2976764,51.31698658,Normal
153.1604475,72.48219507,Fat
150.6539776,81.4398125,Fat
185.2376745,72.354284,Slim
180.0876608,66.66989014,Slim
182.4918782,70.34356382,Slim
155.904175,56.09683256,Normal
186.6156481,67.14568339,Slim
182.1011858,70.84672773,Slim
154.028275,86.51014472,Obese
188.3834855,73.38528447,Slim
158.4598349,53.93468157,Normal
157.8805955,52.10439242,Normal
156.9556409,59.75297045,Normal
159.6753985,52.91776506,Normal
143.7716977,69.35655566,Fat
179.2320884,70.70956363,Slim
179.298828,70.64283526,Slim
145.2418023,73.03104421,Fat
158.71337,58.46450427,Normal
179.9478313,68.2239434,Slim
176.8210713,64.52323699,Slim
144.6569751,76.32431636,Fat
184.4503298,67.37578014,Slim
157.6569395,59.70159638,Normal
177.4709678,72.58075691,Slim
183.3341411,68.61348785,Slim
154.4097063,83.24511691,Obese
150.6660632,83.77552955,Obese
180.9605727,71.41430144,Slim
148.3676635,85.84006114,Obese
157.543286,58.751663,Normal
182.6286551,72.71877677,Slim
159.4349186,55.65148538,Normal
179.7044255,67.05018061,Slim
149.4053689,69.90668781,Fat
157.0676789,59.78129776,Normal
186.2587839,65.64004152,Slim
156.2983899,55.8594031,Normal
147.0886328,71.39817613,Fat
143.5422154,77.48583296,Fat
152.3548272,89.16571088,Obese
180.7014684,72.5182037,Slim
181.1136073,71.4466716,Slim
151.7665788,52.44298987,Normal
156.193075,55.82524716,Normal
160.9371702,53.40148524,Normal
147.3491928,86.43740877,Obese
146.8148603,84.76870958,Obese
147.6697388,73.89065742,Fat
154.899671,68.58507348,Normal
139.7830556,75.57087452,Fat
153.5425085,59.79873675,Normal
149.4509178,88.76373976,Obese
187.5333829,70.4689299,Slim
149.0703177,79.12762402,Fat
178.1566699,67.38126417,Slim
173.8998431,67.35221205,Slim
142.1075019,79.45155668,Fat
158.2989543,55.58198983,Normal
142.1666161,79.55864288,Obese
183.1869564,70.99308676,Slim
145.8107801,80.6343143,Obese
178.729879,72.24485612,Slim
174.7779383,70.30130236,Slim
142.9365721,69.73773706,Fat
178.4206538,72.80072061,Slim
151.740477,87.83654166,Obese
150.0999999,72.27733301,Fat
145.4027094,80.71868939,Obese
146.7543003,80.56357605,Obese
154.3872047,58.04518926,Normal
143.316023,90.73211459,Obese
158.5906251,58.22179813,Normal
154.3760508,78.27855146,Obese
155.9230149,74.39193393,Fat
182.4131134,74.85945606,Slim
149.1901286,69.65452059,Fat
183.0961608,68.12459822,Slim
146.21071,86.830595,Obese
153.2490668,72.24425476,Fat
153.1586858,56.29989041,Normal
149.1012366,88.4232746,Obese
173.0297276,70.03525262,Slim
140.5503082,69.2348328,Fat
182.8523621,62.38605538,Slim
147.9659271,79.37667496,Obese
144.5584495,68.5879315,Fat
147.1629808,82.20583203,Obese
150.9295319,85.76699641,Obese
185.5628915,72.99680525,Slim
143.7130316,69.0544984,Fat
181.0850562,66.84090129,Slim
178.0716643,74.37442539,Slim
181.7466076,78.81290911,Slim
157.7088098,51.91155119,Normal
155.7127682,54.13327211,Normal
157.7751,54.85625781,Normal
143.9330032,73.67259188,Fat
161.9477694,53.01249528,Normal
150.8054029,87.69754771,Obese
138.0379408,69.6116976,Fat
143.5052362,73.96957556,Fat
150.6088177,72.30349007,Fat
147.2460797,71.24324734,Fat
146.0804363,68.88549307,Fat
152.0324606,54.96102669,Normal
150.9622315,85.25330808,Obese
159.1246352,52.14699712,Normal
153.4779352,71.8205709,Fat
148.9212918,85.84799098,Obese
155.0385054,57.42424514,Normal
146.9938106,88.8820013,Obese
158.361877,91.00462518,Obese
153.1534328,66.69310774,Fat
183.8348483,67.79961215,Slim
153.590085,57.80176306,Normal
163.0447119,57.78763387,Normal
152.2491987,83.68193426,Obese
150.5045091,73.20405404,Fat
149.341258,58.33886267,Normal
156.4286499,58.03732378,Normal
151.3244395,84.34302003,Obese
141.7633275,85.9257181,Obese
150.2524256,89.42048167,Obese
177.1317143,75.50928202,Slim
147.9365893,87.63926998,Obese
187.4707383,71.25584449,Slim
147.3689867,72.64747494,Fat
154.0558282,65.98243568,Fat
153.4457169,85.45598566,Obese
153.8455953,83.77075167,Obese
152.9723366,77.48472031,Fat
156.6294406,57.76359569,Normal
148.7389275,85.72871499,Obese
181.2733241,73.56565144,Slim
148.9592005,86.86526728,Obese
146.1979571,86.91985173,Obese
149.7018084,73.98288541,Fat
153.5060068,85.75649021,Obese
160.8538876,82.23378709,Obese
181.6673367,73.31829514,Slim
156.7166528,78.97250065,Fat
151.5180963,85.35096773,Obese
150.0022208,73.39900156,Fat
150.4722544,79.61421906,Obese
150.0364829,82.85301654,Obese
155.3060048,53.42948838,Normal
153.4463716,85.00683891,Obese
182.34446,64.93802582,Slim
145.2304306,65.28768587,Fat
158.126388,55.67019193,Normal
157.9949808,91.52783977,Obese
156.1843344,57.7006703,Normal
186.6374652,71.34519432,Slim
147.6796593,83.61090152,Obese
157.2240556,56.74054413,Normal
179.2922784,69.4941935,Slim
150.0231163,71.8249003,Fat
145.6168817,74.68322162,Fat
184.9591,72.75064852,Slim
179.6977202,74.84287523,Slim
143.726647,70.15107034,Fat
188.8041056,77.6828136,Slim
151.0152844,78.62850645,Fat
183.3965117,70.5057661,Slim
190.1234246,75.00347915,Slim
154.844986,54.71048471,Normal
146.5966189,83.50547163,Obese
147.0006383,75.49865509,Fat
181.6826773,68.21082578,Slim
180.953651,71.23118598,Slim
151.5954765,55.34093368,Normal
154.8662592,87.71994439,Obese
151.1059086,88.49237655,Obese
142.2475473,75.72508551,Fat
176.821444,74.96406276,Slim
161.147288,52.27983172,Normal
147.997796,75.33131608,Fat
148.9131273,70.65524835,Fat
143.3835984,70.05795046,Fat
181.8917325,67.16870497,Slim
144.324801,70.70715238,Fat
175.0705596,65.65233174,Slim
145.4704124,71.55459667,Fat
189.1123529,73.25249172,Slim
142.0007729,67.55950838,Fat
147.5141952,81.29993925,Obese
162.4332886,56.97943309,Normal
156.572557,60.71490877,Normal
143.6968146,70.00004063,Fat
163.9565588,56.86381681,Normal
147.46755,66.19733135,Fat
148.3389076,72.81361817,Fat
158.8452167,59.84804734,Normal
183.8016141,74.30870178,Slim
147.231465,80.40520487,Obese
143.6045228,76.9457435,Fat
152.1986372,67.53519084,Fat
179.5259968,68.30162244,Slim
149.5432266,70.63404648,Fat
145.5622528,88.68109566,Obese
145.6460617,72.46772433,Fat
156.1269492,52.31220955,Normal
156.3652685,60.3432519,Normal
149.7968736,72.07459061,Fat
180.9858833,75.58160047,Slim
187.0470079,68.90416646,Slim
145.8323269,86.67063163,Obese
160.021653,56.93424926,Normal
153.3705213,71.95015846,Fat
177.2358933,63.5391205,Slim
154.2616966,76.31952882,Fat
151.6682456,84.55559913,Obese
178.900093,71.73420749,Slim
161.6712081,62.42602133,Normal
139.1091384,75.32583612,Fat
157.1775171,56.60943128,Normal
152.6909574,80.83603339,Obese
153.3218123,63.37928318,Normal
185.4174738,67.54093161,Slim
182.4761323,69.67038574,Slim
154.3920299,59.01591163,Normal
191.8347757,63.70806335,Slim
144.6305314,73.58199881,Fat
154.0993367,56.73565312,Normal
143.2009243,67.45922833,Fat
157.724471,62.78777392,Normal
161.8018971,56.15372254,Normal
182.4303931,72.61198173,Slim
147.1098205,68.43842627,Fat
152.9930721,59.2851048,Normal
150.1366344,86.15321373,Obese
145.3813264,86.97328796,Obese
153.9921371,53.85441885,Normal
150.5421887,66.90317707,Fat
177.5520823,70.50984148,Slim
147.7382773,66.65914189,Fat
149.6450288,88.28562204,Obese
161.2887273,50.36617389,Normal
159.4249415,51.06122047,Normal
181.9332184,71.6388882,Slim
146.255826,70.37320288,Fat
158.6428425,52.122963,Normal
149.4686298,75.88936851,Obese
148.0469789,77.26888184,Fat
149.3245315,70.36399123,Fat
145.6211245,84.56894841,Obese
141.8594175,73.83811127,Fat
159.1348389,53.84302575,Normal
147.9256445,73.28448636,Fat
158.8011583,55.82419439,Normal
146.4732461,66.97214822,Fat
152.1098774,74.4567461,Fat
153.8614517,74.10847086,Fat
145.9721864,67.06704689,Fat
148.9959417,68.55919836,Fat
185.3862825,76.99940253,Slim
149.2606348,75.82098499,Fat
148.5325007,74.7569613,Fat
161.6595996,50.829809,Normal
150.9903371,54.83754411,Normal
145.3910573,88.43459246,Obese
152.0713698,55.39822179,Normal
150.1447781,84.96310079,Obese
145.4532502,68.86940387,Fat
156.5063044,54.20506347,Normal
158.8248942,52.34033999,Normal
149.8242058,70.100039,Fat
142.7182646,70.15501551,Fat
150.3869157,67.87773824,Fat
162.3398119,51.95156227,Normal
153.1769516,90.14919801,Obese
153.5424318,80.74676074,Obese
147.6687381,84.62890853,Obese
163.9082652,55.31937747,Normal
145.9042983,70.89025396,Fat
183.866348,71.81798602,Slim
181.6354105,62.9476657,Slim
160.7177178,54.70342876,Normal
145.0658524,86.24482579,Obese
144.9846426,86.54427974,Obese
147.9254717,72.27259121,Fat
153.0057503,73.19271426,Fat
153.1078557,56.42390755,Normal
159.1771665,58.42255287,Normal
